ID_customer;avg_ticket;total_amount;ticket_std_dev;purchases;frequency;inactive_days;web_purchases;app_purchases;mon_thur_purchases;frid_sund_purchases;lunch_purchases;evening_purchases;low_ticket;medium_ticket;big_ticket
9503; 66.9 ; 334.6 ; 83.6 ;5;21;116;0;5;1;4;2;3;2;0;3
9504; 15.0 ; 30.0 ; -   ;2;64;221;0;2;1;1;0;2;2;0;0
9505; 28.9 ; 86.7 ; 7.0 ;3;23;106;0;3;2;1;3;0;2;1;0
9506; 44.5 ; 178.2 ; 10.4 ;4;14;110;0;4;0;4;2;2;0;4;0
9507; 49.1 ; 98.1 ; 9.4 ;2;68;199;0;2;1;1;1;1;0;1;1
9508; 35.4 ; 318.9 ; 5.0 ;9;16;155;0;9;5;4;2;7;0;9;0
9509; 18.5 ; 203.9 ; 5.8 ;11;8;66;0;11;1;10;7;4;11;0;0
9510; 28.7 ; 201.1 ; 5.7 ;7;26;2;0;7;5;2;1;6;5;2;0
9511; 79.2 ; 237.5 ; 29.8 ;3;4;230;0;3;1;2;1;2;0;0;3
9512; 34.8 ; 69.6 ; 24.3 ;2;21;188;0;2;0;2;2;0;1;0;1
9513; 17.7 ; 88.6 ; 4.7 ;5;41;131;0;5;0;5;2;3;5;0;0
9514; 31.7 ; 63.3 ; 15.8 ;2;29;69;0;2;1;1;1;1;1;1;0
9515; 35.4 ; 672.0 ; 14.8 ;19;21;47;0;19;1;18;17;2;6;13;0
9516; 34.8 ; 69.6 ; 16.0 ;2;2;158;0;2;1;1;1;1;1;1;0
9517; 23.1 ; 69.3 ; 8.1 ;3;65;46;0;3;2;1;1;2;2;1;0
9518; 23.0 ; 114.9 ; 4.5 ;5;59;41;0;5;5;0;2;3;5;0;0
9519; 29.4 ; 264.5 ; 5.4 ;9;28;10;0;9;3;6;2;7;6;3;0
9520; 16.7 ; 50.0 ; 3.1 ;3;5;69;0;3;0;3;1;2;3;0;0
9521; 38.1 ; 228.3 ; 19.2 ;6;27;64;0;6;2;4;2;4;2;2;2
9522; 47.2 ; 235.9 ; 0.7 ;5;80;7;0;5;1;4;2;3;0;5;0
9523; 55.8 ; 892.3 ; 23.8 ;16;21;11;0;16;0;16;14;2;0;0;16
9524; 36.6 ; 73.2 ; -   ;2;56;11;0;2;0;2;1;1;0;2;0
9525; 100.3 ; 200.5 ; 103.9 ;2;6;16;2;0;0;2;0;2;1;0;1
9526; 65.7 ; 262.7 ; 36.6 ;4;112;98;0;4;3;1;2;2;1;0;3
9527; 38.6 ; 115.8 ; 11.3 ;3;72;117;0;3;1;2;1;2;1;2;0
9528; 20.1 ; 60.2 ; 3.7 ;3;41;72;0;3;2;1;2;1;3;0;0
9529; 35.6 ; 71.2 ; 11.7 ;2;23;124;0;2;2;0;0;2;1;1;0
9530; 23.4 ; 116.9 ; 4.4 ;5;60;1;0;5;4;1;3;2;5;0;0
9531; 48.4 ; 96.9 ; 0.4 ;2;20;0;0;2;0;2;2;0;0;2;0
9532; 54.4 ; 271.9 ; 4.5 ;5;84;73;0;5;1;4;4;1;0;3;2
9533; 46.8 ; 93.5 ; -   ;2;58;214;0;2;1;1;0;2;0;2;0
9534; 39.6 ; 198.1 ; 21.8 ;5;41;17;0;5;4;1;0;5;2;1;2
9535; 29.5 ; 59.0 ; 14.7 ;2;151;41;0;2;0;2;0;2;1;1;0
9536; 24.3 ; 509.4 ; 16.6 ;21;9;54;0;21;15;6;19;2;14;7;0
9537; 34.0 ; 135.9 ; 8.1 ;4;50;41;0;4;2;2;2;2;1;3;0
9538; 43.5 ; 217.5 ; 17.0 ;5;48;57;0;5;3;2;5;0;2;1;2
9539; 15.0 ; 30.0 ; -   ;2;6;234;0;2;2;0;2;0;2;0;0
9540; 27.6 ; 55.3 ; 3.8 ;2;50;94;0;2;0;2;1;1;1;1;0
9541; 29.0 ; 87.0 ; 23.0 ;3;18;11;0;3;0;3;2;1;2;1;0
9542; 19.7 ; 39.3 ; 0.4 ;2;25;268;0;2;0;2;1;1;2;0;0
9543; 39.6 ; 118.9 ; 15.2 ;3;41;43;0;3;2;1;0;3;1;2;0
9544; 48.9 ; 293.5 ; 15.3 ;6;18;5;0;6;4;2;1;5;0;4;2
9545; 15.0 ; 45.0 ; -   ;3;81;87;0;3;3;0;1;2;3;0;0
9546; 81.2 ; 243.6 ; 34.6 ;3;77;57;0;3;2;1;3;0;0;0;3
9547; 35.6 ; 248.9 ; 26.7 ;7;33;22;0;7;0;7;1;6;2;3;2
9548; 44.6 ; 89.1 ; 11.9 ;2;5;200;0;2;0;2;0;2;0;1;1
9549; 18.3 ; 201.8 ; 6.6 ;11;18;10;0;11;5;6;4;7;11;0;0
9550; 67.2 ; 403.3 ; 29.0 ;6;42;54;0;6;2;4;4;2;0;0;6
9551; 27.0 ; 135.0 ; 6.0 ;5;26;74;0;5;1;4;4;1;3;2;0
9552; 49.3 ; 394.1 ; 26.5 ;8;29;65;0;8;4;4;1;7;3;2;3
9553; 35.0 ; 175.1 ; 19.7 ;5;80;8;1;4;3;2;2;3;2;3;0
9554; 19.4 ; 213.2 ; 5.7 ;11;12;32;0;11;5;6;3;8;11;0;0
9555; 20.7 ; 41.5 ; -   ;2;5;0;0;2;0;2;2;0;2;0;0
9556; 52.6 ; 210.6 ; 31.6 ;4;68;10;0;4;1;3;3;1;1;2;1
9557; 46.8 ; 93.5 ; -   ;2;5;362;0;2;0;2;2;0;0;2;0
9558; 47.7 ; 143.1 ; 1.7 ;3;22;225;0;3;0;3;2;1;0;3;0
9559; 52.3 ; 104.7 ; 23.2 ;2;9;3;0;2;1;1;1;1;1;0;1
9560; 61.0 ; 122.0 ; 16.2 ;2;16;296;0;2;1;1;0;2;0;0;2
9561; 27.5 ; 55.0 ; 8.5 ;2;3;5;0;2;1;1;1;1;1;1;0
9562; 20.9 ; 397.5 ; 8.7 ;19;16;80;0;19;9;10;19;0;19;0;0
9563; 17.3 ; 103.5 ; 3.9 ;6;23;120;0;6;0;6;5;1;6;0;0
9564; 37.0 ; 110.9 ; 15.1 ;3;1;78;0;3;2;1;1;2;1;2;0
9565; 53.7 ; 268.4 ; 21.3 ;5;25;100;0;5;0;5;3;2;0;3;2
9566; 22.7 ; 159.2 ; 6.2 ;7;38;59;4;3;1;6;5;2;7;0;0
9567; 35.9 ; 71.8 ; 16.2 ;2;62;115;0;2;1;1;1;1;1;1;0
9568; 43.2 ; 86.4 ; -   ;2;5;251;0;2;2;0;1;1;0;2;0
9569; 44.1 ; 220.5 ; 4.7 ;5;57;89;0;5;1;4;3;2;0;5;0
9570; 56.9 ; 170.8 ; 15.4 ;3;14;262;0;3;0;3;1;2;0;0;3
9571; 38.3 ; 306.1 ; 15.8 ;8;39;5;0;8;0;8;6;2;3;5;0
9572; 99.1 ; 297.4 ; 24.2 ;3;83;140;1;2;2;1;1;2;0;0;3
9573; 70.7 ; 212.1 ; 24.8 ;3;32;121;0;3;2;1;1;2;0;0;3
9574; 26.7 ; 106.8 ; 16.2 ;4;89;22;0;4;2;2;2;2;3;1;0
9575; 50.4 ; 100.8 ; 17.0 ;2;68;173;0;2;0;2;0;2;0;1;1
9576; 48.4 ; 145.1 ; 5.7 ;3;9;110;0;3;0;3;2;1;0;3;0
9577; 16.7 ; 83.3 ; 2.5 ;5;12;177;0;5;3;2;2;3;5;0;0
9578; 43.1 ; 129.4 ; 17.2 ;3;77;111;0;3;0;3;3;0;1;1;1
9579; 30.2 ; 90.6 ; -   ;3;31;57;3;0;1;2;1;2;0;3;0
9580; 28.5 ; 57.1 ; 12.1 ;2;120;152;0;2;0;2;1;1;1;1;0
9581; 25.1 ; 301.5 ; 5.3 ;12;15;30;0;12;12;0;5;7;8;4;0
9582; 44.1 ; 969.6 ; 26.9 ;22;18;3;1;21;14;8;19;3;7;8;7
9583; 51.7 ; 465.0 ; 10.9 ;9;27;62;1;8;0;9;9;0;0;6;3
9584; 24.1 ; 48.2 ; 9.1 ;2;264;43;0;2;0;2;2;0;1;1;0
9585; 22.8 ; 455.1 ; 11.4 ;20;19;2;0;20;7;13;7;13;13;7;0
9586; 38.3 ; 191.5 ; 13.6 ;5;78;131;0;5;1;4;4;1;2;3;0
9587; 26.1 ; 287.0 ; 14.7 ;11;30;7;0;11;8;3;10;1;7;4;0
9588; 58.8 ; 411.4 ; 20.7 ;7;35;23;0;7;0;7;0;7;0;0;7
9589; 17.5 ; 70.0 ; 5.3 ;4;27;69;4;0;0;4;4;0;4;0;0
9590; 24.1 ; 96.5 ; 10.9 ;4;9;274;0;4;2;2;4;0;3;1;0
9591; 47.8 ; 287.0 ; 2.3 ;6;23;259;0;6;2;4;0;6;0;6;0
9592; 41.1 ; 82.2 ; 8.5 ;2;50;131;2;0;0;2;2;0;0;2;0
9593; 36.7 ; 659.7 ; 20.8 ;18;17;14;0;18;10;8;6;12;6;6;6
9594; 30.7 ; 153.6 ; 12.7 ;5;38;99;0;5;1;4;1;4;2;3;0
9595; 52.3 ; 209.0 ; 28.3 ;4;104;34;3;1;3;1;4;0;1;2;1
9596; 17.7 ; 106.1 ; 7.6 ;6;53;20;0;6;3;3;3;3;6;0;0
9597; 65.0 ; 260.1 ; 20.1 ;4;86;41;0;4;1;3;2;2;0;0;4
9598; 35.4 ; 141.8 ; 13.7 ;4;21;146;0;4;2;2;4;0;1;3;0
9599; 52.2 ; 261.2 ; 26.7 ;5;38;194;0;5;0;5;0;5;2;1;2
9600; 23.2 ; 69.5 ; 4.8 ;3;70;1;0;3;2;1;3;0;3;0;0
9601; 88.7 ; 532.0 ; 30.9 ;6;63;69;0;6;0;6;6;0;0;0;6
9602; 79.4 ; 158.8 ; 6.8 ;2;202;10;0;2;0;2;2;0;0;0;2
9603; 29.6 ; 88.9 ; 26.9 ;3;25;194;0;3;1;2;3;0;2;0;1
9604; 23.7 ; 712.0 ; 7.7 ;30;14;1;0;30;16;14;14;16;20;10;0
9605; 29.3 ; 234.5 ; 10.8 ;8;37;31;0;8;1;7;4;4;5;3;0
9606; 37.9 ; 379.3 ; 18.6 ;10;20;263;0;10;0;10;5;5;3;4;3
9607; 16.5 ; 33.0 ; 2.3 ;2;131;92;0;2;2;0;0;2;2;0;0
9608; 47.5 ; 94.9 ; -   ;2;9;32;2;0;1;1;0;2;0;2;0
9609; 38.3 ; 153.2 ; 16.7 ;4;27;89;3;1;0;4;3;1;1;3;0
9610; 30.8 ; 153.9 ; 1.8 ;5;40;110;0;5;1;4;5;0;2;3;0
9611; 61.9 ; 309.4 ; 24.7 ;5;61;52;0;5;1;4;3;2;0;0;5
9612; 49.9 ; 249.4 ; 30.2 ;5;16;0;0;5;1;4;5;0;2;1;2
9613; 92.9 ; 278.8 ; 34.5 ;3;49;57;0;3;2;1;1;2;0;0;3
9614; 36.6 ; 183.0 ; -   ;5;32;25;0;5;2;3;4;1;0;5;0
9615; 30.8 ; 61.7 ; 8.6 ;2;13;380;0;2;2;0;1;1;1;1;0
9616; 37.3 ; 484.5 ; 7.9 ;13;30;31;0;13;0;13;12;1;4;9;0
9617; 35.9 ; 71.8 ; 16.2 ;2;69;110;0;2;0;2;0;2;1;1;0
9618; 35.9 ; 71.8 ; 16.2 ;2;24;247;0;2;0;2;2;0;1;1;0
9619; 43.3 ; 216.6 ; 7.8 ;5;29;8;0;5;3;2;3;2;0;5;0
9620; 46.5 ; 232.3 ; 11.8 ;5;33;80;0;5;2;3;4;1;0;3;2
9621; 73.6 ; 220.9 ; 36.4 ;3;38;217;0;3;3;0;3;0;0;0;3
9622; 68.5 ; 273.8 ; 25.4 ;4;33;73;0;4;0;4;2;2;0;0;4
9623; 48.0 ; 144.1 ; 1.2 ;3;142;74;0;3;0;3;2;1;0;3;0
9624; 61.1 ; 305.7 ; 15.3 ;5;48;32;0;5;1;4;1;4;0;0;5
9625; 16.2 ; 48.6 ; 2.2 ;3;87;15;0;3;2;1;1;2;3;0;0
9626; 33.6 ; 134.5 ; 13.9 ;4;35;49;0;4;1;3;2;2;1;3;0
9627; 88.0 ; 440.1 ; 40.7 ;5;41;41;0;5;2;3;1;4;0;0;5
9628; 54.9 ; 548.7 ; 13.9 ;10;27;26;0;10;1;9;6;4;0;7;3
9629; 22.3 ; 66.9 ; 4.1 ;3;28;84;0;3;0;3;2;1;3;0;0
9630; 49.3 ; 246.3 ; 23.7 ;5;41;32;0;5;1;4;5;0;2;1;2
9631; 49.8 ; 149.5 ; 27.4 ;3;13;149;0;3;2;1;2;1;1;1;1
9632; 35.9 ; 430.2 ; 13.0 ;12;9;68;0;12;0;12;12;0;4;8;0
9633; 15.0 ; 30.0 ; -   ;2;36;353;0;2;0;2;1;1;2;0;0
9634; 23.5 ; 541.3 ; 4.1 ;23;9;72;0;23;20;3;23;0;23;0;0
9635; 36.3 ; 72.5 ; 16.8 ;2;87;0;0;2;0;2;0;2;1;1;0
9636; 34.8 ; 139.3 ; 9.8 ;4;44;70;0;4;2;2;1;3;1;3;0
9637; 42.9 ; 429.2 ; 16.2 ;10;28;99;0;10;4;6;7;3;3;4;3
9638; 46.8 ; 93.5 ; -   ;2;1;109;1;1;1;1;2;0;0;2;0
9639; 27.5 ; 137.7 ; 12.7 ;5;69;59;0;5;2;3;2;3;3;2;0
9640; 21.5 ; 43.1 ; 5.3 ;2;18;84;0;2;0;2;1;1;2;0;0
9641; 40.0 ; 240.2 ; 16.4 ;6;26;135;0;6;2;4;0;6;2;2;2
9642; 79.0 ; 158.0 ; 37.4 ;2;26;107;0;2;2;0;0;2;0;0;2
9643; 29.3 ; 732.7 ; 8.8 ;25;9;8;0;25;15;10;10;15;17;8;0
9644; 51.9 ; 155.6 ; 41.8 ;3;75;22;0;3;0;3;1;2;1;1;1
9645; 65.9 ; 329.4 ; 44.0 ;5;84;0;0;5;2;3;1;4;2;0;3
9646; 49.3 ; 1,231.4 ; 20.9 ;25;10;15;0;25;3;22;14;11;8;9;8
9647; 51.4 ; 154.2 ; 4.5 ;3;54;289;0;3;1;2;1;2;0;2;1
9648; 52.5 ; 105.0 ; -   ;2;76;204;0;2;0;2;0;2;0;2;0
9649; 48.4 ; 96.8 ; 1.4 ;2;25;73;0;2;0;2;1;1;0;2;0
9650; 46.8 ; 93.5 ; -   ;2;5;255;0;2;2;0;0;2;0;2;0
9651; 25.1 ; 175.5 ; -   ;7;24;16;7;0;2;5;3;4;7;0;0
9652; 52.5 ; 105.1 ; 14.5 ;2;292;71;0;2;1;1;2;0;0;1;1
9653; 49.6 ; 148.8 ; 5.2 ;3;7;249;0;3;1;2;2;1;0;3;0
9654; 28.1 ; 56.3 ; 4.6 ;2;104;296;0;2;1;1;0;2;1;1;0
9655; 26.1 ; 52.3 ; -   ;2;59;218;0;2;1;1;0;2;2;0;0
9656; 45.9 ; 91.8 ; 9.6 ;2;23;236;0;2;1;1;1;1;0;1;1
9657; 31.4 ; 157.0 ; 7.6 ;5;7;304;0;5;3;2;1;4;2;3;0
9658; 28.9 ; 375.8 ; 18.0 ;13;20;63;0;13;1;12;10;3;9;4;0
9659; 36.6 ; 146.4 ; -   ;4;68;95;0;4;0;4;3;1;0;4;0
9660; 80.1 ; 240.4 ; 17.4 ;3;78;101;0;3;0;3;3;0;0;0;3
9661; 30.5 ; 122.1 ; 7.5 ;4;50;52;3;1;0;4;2;2;1;3;0
9662; 41.0 ; 82.0 ; 23.8 ;2;20;110;0;2;0;2;0;2;1;0;1
9663; 18.8 ; 75.1 ; 8.0 ;4;25;30;0;4;2;2;3;1;4;0;0
9664; 22.8 ; 114.2 ; 15.4 ;5;26;121;0;5;1;4;4;1;3;2;0
9665; 31.9 ; 956.5 ; 6.1 ;30;11;1;0;30;12;18;6;24;10;20;0
9666; 47.5 ; 94.9 ; -   ;2;51;47;0;2;0;2;0;2;0;2;0
9667; 16.3 ; 48.8 ; 1.6 ;3;52;162;0;3;1;2;3;0;3;0;0
9668; 15.7 ; 31.4 ; 1.1 ;2;29;23;0;2;1;1;0;2;2;0;0
9669; 50.6 ; 151.8 ; 3.5 ;3;97;115;0;3;0;3;1;2;0;3;0
9670; 49.0 ; 293.8 ; 17.2 ;6;41;0;6;0;1;5;2;4;0;4;2
9671; 46.8 ; 93.5 ; -   ;2;29;155;0;2;1;1;0;2;0;2;0
9672; 38.8 ; 194.0 ; 23.0 ;5;1;250;0;5;2;3;3;2;2;1;2
9673; 19.4 ; 97.1 ; 7.0 ;5;34;255;0;5;3;2;3;2;5;0;0
9674; 28.3 ; 113.1 ; 0.1 ;4;10;14;4;0;3;1;1;3;4;0;0
9675; 41.9 ; 125.8 ; 10.8 ;3;45;21;0;3;1;2;1;2;0;3;0
9676; 31.6 ; 63.1 ; 7.1 ;2;23;5;0;2;0;2;0;2;1;1;0
9677; 48.9 ; 97.8 ; 3.2 ;2;18;273;0;2;0;2;0;2;0;2;0
9678; 52.5 ; 157.6 ; 6.5 ;3;90;78;0;3;1;2;2;1;0;2;1
9679; 15.0 ; 59.9 ; -   ;4;27;206;0;4;1;3;2;2;4;0;0
9680; 76.1 ; 228.4 ; 42.1 ;3;130;183;0;3;0;3;1;2;0;0;3
9681; 20.0 ; 40.1 ; 7.6 ;2;5;258;0;2;0;2;0;2;2;0;0
9682; 59.1 ; 295.5 ; 17.6 ;5;83;89;0;5;2;3;2;3;0;0;5
9683; 44.6 ; 133.7 ; 18.0 ;3;81;152;1;2;1;2;1;2;1;1;1
9684; 30.2 ; 60.4 ; -   ;2;133;259;0;2;2;0;1;1;0;2;0
9685; 57.9 ; 173.8 ; 14.7 ;3;148;10;0;3;0;3;3;0;0;0;3
9686; 20.8 ; 83.1 ; 7.2 ;4;21;106;4;0;0;4;1;3;4;0;0
9687; 19.0 ; 95.1 ; 5.9 ;5;11;1;0;5;0;5;5;0;5;0;0
9688; 59.3 ; 948.7 ; 20.6 ;16;11;7;0;16;10;6;5;11;0;0;16
9689; 24.7 ; 419.2 ; 11.4 ;17;16;32;0;17;7;10;9;8;11;6;0
9690; 47.7 ; 620.1 ; 15.7 ;13;18;29;0;13;8;5;3;10;0;9;4
9691; 76.2 ; 228.6 ; 28.4 ;3;89;90;0;3;2;1;3;0;0;0;3
9692; 36.7 ; 146.9 ; 5.8 ;4;63;5;3;1;0;4;3;1;0;4;0
9693; 40.9 ; 245.3 ; 10.7 ;6;26;14;0;6;2;4;6;0;0;6;0
9694; 65.6 ; 131.2 ; 31.8 ;2;57;68;0;2;0;2;2;0;0;0;2
9695; 25.2 ; 276.9 ; 14.1 ;11;12;24;0;11;7;4;2;9;7;4;0
9696; 54.4 ; 543.8 ; 25.8 ;10;19;92;0;10;2;8;9;1;3;4;3
9697; 48.1 ; 240.7 ; 9.7 ;5;17;152;0;5;1;4;3;2;0;3;2
9698; 48.2 ; 144.5 ; 2.6 ;3;113;157;1;2;0;3;3;0;0;3;0
9699; 53.5 ; 1,177.7 ; 16.4 ;22;17;5;0;22;0;22;21;1;0;15;7
9700; 29.3 ; 87.8 ; 6.7 ;3;15;58;1;2;0;3;1;2;2;1;0
9701; 31.4 ; 1,006.1 ; 5.4 ;32;7;5;0;32;3;29;20;12;11;21;0
9702; 69.2 ; 277.0 ; 89.4 ;4;40;22;0;4;0;4;3;1;1;0;3
9703; 39.1 ; 117.2 ; 22.1 ;3;5;2;0;3;2;1;1;2;1;1;1
9704; 27.1 ; 135.5 ; 7.2 ;5;38;35;0;5;3;2;1;4;3;2;0
9705; 55.6 ; 444.7 ; 16.2 ;8;36;40;0;8;2;6;7;1;0;0;8
9706; 41.8 ; 334.4 ; 18.7 ;8;14;17;0;8;4;4;1;7;3;2;3
9707; 62.0 ; 309.9 ; 20.2 ;5;17;41;0;5;0;5;4;1;0;0;5
9708; 46.0 ; 92.0 ; 9.8 ;2;6;263;0;2;0;2;1;1;0;1;1
9709; 36.6 ; 73.2 ; -   ;2;40;15;0;2;1;1;1;1;0;2;0
9710; 47.1 ; 94.2 ; 0.5 ;2;257;57;0;2;0;2;2;0;0;2;0
9711; 41.3 ; 165.2 ; 3.3 ;4;76;127;0;4;1;3;4;0;0;4;0
9712; 37.2 ; 260.4 ; 17.2 ;7;25;109;0;7;0;7;3;4;2;5;0
9713; 51.6 ; 154.7 ; 11.8 ;3;22;83;0;3;0;3;3;0;0;2;1
9714; 47.1 ; 94.2 ; 0.5 ;2;287;32;0;2;1;1;1;1;0;2;0
9715; 49.4 ; 247.0 ; 9.3 ;5;47;26;0;5;1;4;0;5;0;3;2
9716; 19.1 ; 420.0 ; 8.6 ;22;16;41;0;22;10;12;6;16;22;0;0
9717; 29.6 ; 266.5 ; 16.8 ;9;11;129;1;8;8;1;8;1;6;3;0
9718; 20.0 ; 80.1 ; 6.2 ;4;19;205;0;4;1;3;2;2;4;0;0
9719; 33.0 ; 98.9 ; 14.0 ;3;13;10;0;3;1;2;2;1;1;2;0
9720; 28.2 ; 366.5 ; 13.1 ;13;17;95;0;13;5;8;4;9;9;4;0
9721; 94.5 ; 189.0 ; 16.6 ;2;58;14;0;2;1;1;0;2;0;0;2
9722; 181.5 ; 726.0 ; 33.1 ;4;27;156;0;4;2;2;2;2;0;0;4
9723; 32.4 ; 97.3 ; 13.1 ;3;18;242;0;3;0;3;1;2;1;2;0
9724; 53.3 ; 160.0 ; 8.5 ;3;113;5;0;3;1;2;3;0;0;2;1
9725; 70.7 ; 141.3 ; 35.3 ;2;4;117;0;2;1;1;1;1;0;0;2
9726; 25.6 ; 128.1 ; 8.7 ;5;65;8;4;1;1;4;1;4;3;2;0
9727; 22.6 ; 45.2 ; 11.4 ;2;16;258;0;2;1;1;1;1;1;1;0
9728; 18.3 ; 73.1 ; 6.9 ;4;23;15;0;4;1;3;1;3;4;0;0
9729; 20.7 ; 103.7 ; 4.1 ;5;54;15;0;5;0;5;3;2;5;0;0
9730; 61.6 ; 123.1 ; 7.2 ;2;107;157;0;2;0;2;2;0;0;0;2
9731; 67.7 ; 135.4 ; 68.7 ;2;194;113;0;2;2;0;0;2;1;0;1
9732; 25.8 ; 51.6 ; 16.2 ;2;5;284;0;2;0;2;0;2;1;1;0
9733; 44.3 ; 309.9 ; 12.6 ;7;13;26;0;7;1;6;5;2;0;5;2
9734; 25.1 ; 100.3 ; -   ;4;2;246;0;4;1;3;3;1;4;0;0
9735; 45.7 ; 91.4 ; 3.2 ;2;36;32;0;2;0;2;1;1;0;2;0
9736; 28.2 ; 225.4 ; 14.6 ;8;10;213;0;8;5;3;4;4;5;3;0
9737; 18.5 ; 92.7 ; 3.4 ;5;9;170;1;4;2;3;2;3;5;0;0
9738; 20.5 ; 123.1 ; 5.8 ;6;52;4;0;6;1;5;2;4;6;0;0
9739; 48.4 ; 145.2 ; 2.4 ;3;65;52;0;3;1;2;3;0;0;3;0
9740; 47.8 ; 573.3 ; 33.2 ;12;40;0;0;12;3;9;8;4;4;4;4
9741; 47.4 ; 521.0 ; 21.1 ;11;25;5;0;11;0;11;6;5;4;3;4
9742; 41.2 ; 82.5 ; 16.9 ;2;34;233;0;2;1;1;0;2;1;0;1
9743; 28.2 ; 140.9 ; 11.9 ;5;36;125;0;5;2;3;1;4;3;2;0
9744; 104.9 ; 209.8 ; 6.9 ;2;31;173;0;2;0;2;2;0;0;0;2
9745; 36.5 ; 621.2 ; 11.1 ;17;16;10;0;17;0;17;11;6;6;11;0
9746; 35.7 ; 71.3 ; 23.8 ;2;9;167;0;2;1;1;0;2;1;0;1
9747; 40.5 ; 202.4 ; 19.2 ;5;41;89;0;5;0;5;2;3;2;1;2
9748; 33.0 ; 65.9 ; 11.8 ;2;164;89;0;2;0;2;0;2;1;1;0
9749; 18.9 ; 37.9 ; 5.9 ;2;86;261;0;2;2;0;2;0;2;0;0
9750; 41.5 ; 83.1 ; 7.8 ;2;8;146;0;2;1;1;0;2;0;2;0
9751; 29.6 ; 88.9 ; 15.8 ;3;7;187;0;3;1;2;2;1;2;1;0
9752; 39.9 ; 2,674.9 ; 19.8 ;67;5;20;0;67;33;34;40;27;22;23;22
9753; 53.4 ; 106.8 ; 11.5 ;2;10;258;0;2;0;2;2;0;0;1;1
9754; 36.3 ; 181.7 ; 16.3 ;5;42;34;0;5;2;3;1;4;2;3;0
9755; 37.6 ; 112.9 ; 18.1 ;3;85;54;2;1;1;2;1;2;1;1;1
9756; 48.7 ; 146.2 ; 13.7 ;3;32;268;0;3;0;3;2;1;0;2;1
9757; 15.0 ; 45.0 ; -   ;3;97;148;0;3;0;3;2;1;3;0;0
9758; 17.0 ; 51.0 ; 1.9 ;3;37;43;3;0;0;3;2;1;3;0;0
9759; 23.1 ; 1,039.3 ; 16.2 ;45;10;0;0;45;27;18;34;11;30;15;0
9760; 47.8 ; 95.7 ; -   ;2;3;48;0;2;1;1;2;0;0;2;0
9761; 36.0 ; 72.0 ; 24.4 ;2;5;266;0;2;2;0;1;1;1;0;1
9762; 52.5 ; 105.0 ; -   ;2;9;302;0;2;1;1;0;2;0;2;0
9763; 53.9 ; 269.5 ; 6.4 ;5;27;41;0;5;2;3;5;0;0;3;2
9764; 18.3 ; 55.0 ; 6.2 ;3;1;143;0;3;3;0;0;3;3;0;0
9765; 15.0 ; 30.0 ; -   ;2;3;278;0;2;1;1;1;1;2;0;0
9766; 22.4 ; 111.8 ; 5.9 ;5;29;63;0;5;1;4;2;3;5;0;0
9767; 15.0 ; 74.9 ; -   ;5;52;71;0;5;4;1;1;4;5;0;0
9768; 70.3 ; 351.3 ; 12.0 ;5;12;230;0;5;0;5;1;4;0;0;5
9769; 40.2 ; 402.0 ; 20.6 ;10;14;84;0;10;1;9;10;0;3;4;3
9770; 19.8 ; 99.2 ; 5.6 ;5;47;68;0;5;1;4;0;5;5;0;0
9771; 24.6 ; 98.3 ; 9.8 ;4;30;62;0;4;1;3;2;2;3;1;0
9772; 28.6 ; 114.3 ; 17.4 ;4;36;257;0;4;0;4;1;3;3;1;0
9773; 103.8 ; 207.6 ; 60.2 ;2;26;241;0;2;0;2;0;2;0;0;2
9774; 30.0 ; 60.1 ; -   ;2;19;8;0;2;2;0;2;0;0;2;0
9775; 24.9 ; 49.9 ; 7.9 ;2;5;233;0;2;1;1;2;0;1;1;0
9776; 28.5 ; 170.8 ; 11.3 ;6;16;74;0;6;4;2;4;2;4;2;0
9777; 17.1 ; 120.0 ; 3.8 ;7;17;5;0;7;1;6;4;3;7;0;0
9778; 47.0 ; 234.9 ; 0.4 ;5;26;68;0;5;0;5;3;2;0;5;0
9779; 18.6 ; 92.9 ; 9.3 ;5;28;36;0;5;0;5;2;3;5;0;0
9780; 51.7 ; 258.5 ; 11.0 ;5;36;21;0;5;2;3;3;2;0;3;2
9781; 47.9 ; 95.9 ; 6.5 ;2;246;74;1;1;0;2;1;1;0;2;0
9782; 31.0 ; 93.1 ; 16.5 ;3;32;235;0;3;2;1;2;1;1;2;0
9783; 77.8 ; 233.4 ; 51.7 ;3;61;257;0;3;1;2;2;1;1;0;2
9784; 50.3 ; 201.3 ; 20.9 ;4;50;136;0;4;1;3;4;0;1;2;1
9785; 74.1 ; 444.6 ; 15.3 ;6;79;15;1;5;0;6;4;2;0;0;6
9786; 35.5 ; 248.2 ; 5.9 ;7;25;11;0;7;0;7;6;1;2;5;0
9787; 33.7 ; 67.4 ; 23.5 ;2;49;101;0;2;0;2;0;2;1;0;1
9788; 41.7 ; 125.1 ; 10.6 ;3;94;69;0;3;0;3;2;1;0;3;0
9789; 39.4 ; 118.3 ; 26.4 ;3;7;94;0;3;2;1;0;3;1;1;1
9790; 43.6 ; 130.7 ; 13.4 ;3;177;17;1;2;2;1;2;1;0;2;1
9791; 20.6 ; 144.5 ; 8.7 ;7;19;170;0;7;3;4;4;3;7;0;0
9792; 63.9 ; 127.7 ; 24.5 ;2;29;69;1;1;0;2;2;0;0;0;2
9793; 17.3 ; 51.9 ; 3.5 ;3;29;7;1;2;3;0;1;2;3;0;0
