ID_customer;avg_ticket;total_amount;ticket_std_dev;purchases;frequency;inactive_days;web_purchases;app_purchases;mon_thur_purchases;frid_sund_purchases;lunch_purchases;evening_purchases;low_ticket;medium_ticket;big_ticket
4404; 49.3 ; 98.7 ; 18.4 ;2;267;41;0;2;1;1;0;2;0;1;1
4405; 51.0 ; 153.1 ; 4.4 ;3;68;2;0;3;2;1;3;0;0;2;1
4406; 31.0 ; 247.7 ; 7.7 ;8;7;0;0;8;5;3;1;7;3;5;0
4407; 61.2 ; 1,102.2 ; 15.6 ;18;18;0;0;18;1;17;12;6;0;0;18
4408; 32.3 ; 64.7 ; 15.7 ;2;30;258;0;2;0;2;0;2;1;1;0
4409; 37.2 ; 74.4 ; 18.2 ;2;19;52;0;2;0;2;1;1;1;0;1
4410; 86.3 ; 258.9 ; 33.0 ;3;137;41;0;3;2;1;1;2;0;0;3
4411; 38.2 ; 114.5 ; 15.0 ;3;17;70;1;2;2;1;1;2;1;2;0
4412; 21.6 ; 215.6 ; 13.7 ;10;27;3;0;10;7;3;10;0;7;3;0
4413; 22.5 ; 44.9 ; 11.2 ;2;5;241;0;2;0;2;1;1;1;1;0
4414; 43.0 ; 300.7 ; 11.4 ;7;58;31;0;7;1;6;7;0;0;7;0
4415; 45.5 ; 227.6 ; 5.3 ;5;46;59;1;4;5;0;2;3;0;5;0
4416; 53.8 ; 269.2 ; 26.9 ;5;15;78;0;5;1;4;4;1;2;1;2
4417; 54.8 ; 328.8 ; 13.3 ;6;71;64;0;6;2;4;3;3;0;4;2
4418; 21.7 ; 65.1 ; 6.2 ;3;22;264;0;3;2;1;3;0;3;0;0
4419; 15.0 ; 30.0 ; -   ;2;10;104;0;2;1;1;0;2;2;0;0
4420; 70.6 ; 141.1 ; 3.5 ;2;29;95;0;2;1;1;2;0;0;0;2
4421; 50.6 ; 101.3 ; 0.5 ;2;31;5;0;2;0;2;2;0;0;2;0
4422; 34.1 ; 170.6 ; 15.0 ;5;41;33;5;0;0;5;4;1;2;3;0
4423; 22.5 ; 584.5 ; 4.4 ;26;14;2;0;26;17;9;13;13;26;0;0
4424; 57.0 ; 114.0 ; 15.3 ;2;75;230;0;2;0;2;2;0;0;0;2
4425; 25.8 ; 180.4 ; 8.9 ;7;14;261;0;7;6;1;2;5;5;2;0
4426; 47.3 ; 661.9 ; 4.8 ;14;29;41;0;14;6;8;3;11;0;14;0
4427; 63.3 ; 822.9 ; 35.1 ;13;24;5;0;13;3;10;8;5;4;0;9
4428; 28.5 ; 171.0 ; 12.3 ;6;20;8;0;6;3;3;3;3;4;2;0
4429; 30.2 ; 695.6 ; 25.3 ;23;9;240;0;23;17;6;17;6;8;7;8
4430; 44.2 ; 88.4 ; 4.9 ;2;6;96;2;0;2;0;0;2;0;2;0
4431; 50.3 ; 201.2 ; 25.9 ;4;63;220;0;4;1;3;2;2;1;2;1
4432; 22.7 ; 136.3 ; 6.0 ;6;25;4;0;6;4;2;6;0;6;0;0
4433; 46.8 ; 93.5 ; -   ;2;63;257;0;2;0;2;1;1;0;2;0
4434; 54.8 ; 219.2 ; 17.0 ;4;26;176;0;4;3;1;2;2;0;3;1
4435; 51.5 ; 411.7 ; 34.1 ;8;44;91;0;8;4;4;8;0;3;2;3
4436; 16.4 ; 98.5 ; 4.0 ;6;31;2;0;6;1;5;3;3;6;0;0
4437; 43.9 ; 87.8 ; 20.9 ;2;26;125;0;2;0;2;0;2;1;0;1
4438; 55.6 ; 500.7 ; 9.6 ;9;21;37;0;9;3;6;6;3;0;0;9
4439; 46.0 ; 92.1 ; 31.4 ;2;39;115;0;2;0;2;1;1;1;0;1
4440; 22.7 ; 68.1 ; 7.3 ;3;2;127;0;3;0;3;2;1;3;0;0
4441; 49.6 ; 446.7 ; 3.2 ;9;17;229;0;9;6;3;7;2;0;9;0
4442; 37.2 ; 595.1 ; 13.9 ;16;20;92;0;16;8;8;13;3;5;11;0
4443; 47.1 ; 94.2 ; 0.5 ;2;121;40;0;2;1;1;2;0;0;2;0
4444; 37.0 ; 184.9 ; 16.1 ;5;29;182;0;5;5;0;3;2;2;3;0
4445; 51.1 ; 715.2 ; 6.7 ;14;12;1;0;14;4;10;2;12;0;9;5
4446; 20.8 ; 41.6 ; 0.5 ;2;126;145;0;2;2;0;0;2;2;0;0
4447; 49.1 ; 147.4 ; 32.6 ;3;6;242;0;3;0;3;1;2;1;1;1
4448; 48.9 ; 97.8 ; 3.2 ;2;46;242;0;2;1;1;1;1;0;2;0
4449; 70.1 ; 350.7 ; 17.3 ;5;50;120;0;5;1;4;3;2;0;0;5
4450; 39.3 ; 275.1 ; 10.0 ;7;19;16;1;6;4;3;7;0;2;5;0
4451; 83.6 ; 167.2 ; 31.8 ;2;5;162;0;2;0;2;1;1;0;0;2
4452; 22.7 ; 91.0 ; 6.4 ;4;19;147;4;0;2;2;2;2;4;0;0
4453; 68.3 ; 341.7 ; 26.2 ;5;37;28;0;5;2;3;0;5;0;0;5
4454; 16.6 ; 33.2 ; 2.4 ;2;98;11;0;2;1;1;2;0;2;0;0
4455; 156.3 ; 312.7 ; 94.1 ;2;2;152;2;0;1;1;2;0;0;0;2
4456; 42.0 ; 462.2 ; 14.5 ;11;29;25;0;11;5;6;10;1;4;3;4
4457; 35.9 ; 71.8 ; 8.6 ;2;17;23;2;0;1;1;1;1;1;1;0
4458; 40.6 ; 81.2 ; 9.2 ;2;106;205;0;2;0;2;2;0;0;2;0
4459; 45.4 ; 136.1 ; 8.1 ;3;41;67;0;3;2;1;2;1;0;3;0
4460; 16.2 ; 519.5 ; 6.2 ;32;12;23;0;32;3;29;10;22;32;0;0
4461; 23.1 ; 46.2 ; 3.0 ;2;94;195;0;2;0;2;0;2;2;0;0
4462; 29.7 ; 59.4 ; 10.2 ;2;16;188;0;2;1;1;0;2;1;1;0
4463; 47.1 ; 94.2 ; 0.5 ;2;13;99;2;0;0;2;2;0;0;2;0
4464; 35.7 ; 71.4 ; 5.4 ;2;272;62;0;2;0;2;0;2;0;2;0
4465; 63.0 ; 755.5 ; 20.1 ;12;25;18;0;12;4;8;6;6;0;0;12
4466; 25.1 ; 50.1 ; -   ;2;5;311;0;2;0;2;0;2;2;0;0
4467; 30.6 ; 153.1 ; 6.2 ;5;47;205;0;5;2;3;4;1;2;3;0
4468; 24.7 ; 74.0 ; 13.7 ;3;32;16;0;3;0;3;2;1;2;1;0
4469; 47.1 ; 376.5 ; 1.0 ;8;14;152;0;8;2;6;5;3;0;8;0
4470; 40.9 ; 81.8 ; 16.0 ;2;9;104;2;0;1;1;1;1;1;0;1
4471; 81.5 ; 163.1 ; 7.6 ;2;126;236;0;2;0;2;2;0;0;0;2
4472; 17.2 ; 34.4 ; 3.3 ;2;15;239;0;2;1;1;2;0;2;0;0
4473; 35.5 ; 319.3 ; 24.4 ;9;26;22;0;9;1;8;3;6;3;3;3
4474; 26.0 ; 130.1 ; 0.8 ;5;13;5;0;5;0;5;4;1;5;0;0
4475; 23.0 ; 622.2 ; 6.5 ;27;14;0;0;27;10;17;3;24;27;0;0
4476; 28.0 ; 83.9 ; 2.3 ;3;3;23;0;3;2;1;0;3;2;1;0
4477; 16.7 ; 166.9 ; 2.5 ;10;14;100;0;10;3;7;2;8;10;0;0
4478; 37.6 ; 112.9 ; 16.7 ;3;5;236;0;3;2;1;1;2;1;2;0
4479; 32.6 ; 65.1 ; 11.2 ;2;103;182;0;2;1;1;1;1;1;1;0
4480; 35.6 ; 71.1 ; 8.0 ;2;246;105;0;2;0;2;1;1;1;1;0
4481; 47.0 ; 141.0 ; 0.4 ;3;112;69;0;3;1;2;3;0;0;3;0
4482; 16.9 ; 50.6 ; 2.3 ;3;29;211;0;3;2;1;2;1;3;0;0
4483; 31.7 ; 126.7 ; 15.5 ;4;11;146;0;4;1;3;3;1;1;3;0
4484; 23.6 ; 94.6 ; 5.8 ;4;26;182;0;4;1;3;1;3;4;0;0
4485; 18.7 ; 93.3 ; 4.6 ;5;86;16;0;5;1;4;4;1;5;0;0
4486; 54.8 ; 164.4 ; 16.3 ;3;20;121;0;3;0;3;3;0;0;2;1
4487; 39.7 ; 79.5 ; 4.7 ;2;50;226;0;2;0;2;1;1;0;2;0
4488; 17.1 ; 68.2 ; 2.6 ;4;1;276;0;4;1;3;3;1;4;0;0
4489; 24.2 ; 145.1 ; 10.1 ;6;31;17;0;6;2;4;3;3;4;2;0
4490; 32.7 ; 490.4 ; 5.8 ;15;23;17;0;15;7;8;7;8;5;10;0
4491; 25.9 ; 51.8 ; 6.4 ;2;32;89;0;2;0;2;2;0;1;1;0
4492; 44.0 ; 263.9 ; 11.4 ;6;46;5;0;6;0;6;5;1;0;4;2
4493; 59.8 ; 658.0 ; 33.1 ;11;23;56;0;11;4;7;4;7;4;0;7
4494; 53.8 ; 161.5 ; 6.8 ;3;100;58;0;3;0;3;0;3;0;2;1
4495; 15.0 ; 74.9 ; -   ;5;4;246;0;5;1;4;5;0;5;0;0
4496; 45.4 ; 363.3 ; 14.5 ;8;12;38;0;8;3;5;3;5;0;5;3
4497; 49.1 ; 147.3 ; 24.2 ;3;27;170;0;3;1;2;2;1;1;1;1
4498; 26.1 ; 391.9 ; 17.0 ;15;22;0;0;15;8;7;2;13;10;5;0
4499; 30.8 ; 61.7 ; 8.6 ;2;18;158;0;2;0;2;2;0;1;1;0
4500; 34.2 ; 717.2 ; 14.5 ;21;20;57;0;21;11;10;13;8;7;14;0
4501; 38.8 ; 77.7 ; 12.9 ;2;89;47;0;2;0;2;2;0;1;1;0
4502; 50.8 ; 304.9 ; 9.8 ;6;14;105;0;6;1;5;3;3;0;4;2
4503; 64.7 ; 129.3 ; 51.6 ;2;61;97;0;2;1;1;0;2;1;0;1
4504; 17.1 ; 34.3 ; 3.2 ;2;19;14;0;2;2;0;1;1;2;0;0
4505; 48.7 ; 681.4 ; 0.2 ;14;14;93;0;14;2;12;8;6;0;14;0
4506; 38.2 ; 267.6 ; 20.8 ;7;17;79;0;7;3;4;4;3;2;3;2
4507; 56.5 ; 2,205.1 ; 22.6 ;39;6;5;0;39;8;31;11;28;0;0;39
4508; 95.1 ; 475.6 ; 66.7 ;5;43;94;0;5;0;5;4;1;2;0;3
4509; 39.5 ; 118.6 ; 13.3 ;3;29;257;0;3;0;3;1;2;1;2;0
4510; 35.3 ; 141.1 ; 7.9 ;4;81;75;0;4;1;3;4;0;1;3;0
4511; 109.6 ; 219.3 ; 91.3 ;2;13;257;0;2;0;2;1;1;1;0;1
4512; 49.7 ; 397.6 ; 35.7 ;8;33;38;0;8;1;7;6;2;3;2;3
4513; 15.5 ; 77.4 ; 1.3 ;5;14;23;0;5;4;1;0;5;5;0;0
4514; 48.4 ; 96.8 ; 13.6 ;2;5;272;0;2;0;2;2;0;0;1;1
4515; 15.0 ; 45.0 ; -   ;3;94;25;0;3;3;0;1;2;3;0;0
4516; 52.8 ; 211.1 ; 30.7 ;4;12;243;0;4;2;2;1;3;1;2;1
4517; 20.7 ; 165.5 ; 5.6 ;8;20;15;0;8;0;8;2;6;8;0;0
4518; 41.4 ; 207.1 ; 22.4 ;5;72;11;0;5;2;3;1;4;2;1;2
4519; 17.8 ; 89.0 ; 2.4 ;5;36;146;0;5;5;0;2;3;5;0;0
4520; 41.7 ; 166.8 ; 11.7 ;4;37;28;0;4;3;1;4;0;1;3;0
4521; 92.3 ; 554.0 ; 35.2 ;6;55;35;0;6;3;3;6;0;0;0;6
4522; 41.3 ; 330.7 ; 20.7 ;8;42;30;0;8;3;5;4;4;3;2;3
4523; 21.3 ; 127.7 ; 7.1 ;6;38;63;2;4;2;4;0;6;6;0;0
4524; 45.9 ; 91.8 ; 3.4 ;2;105;11;1;1;0;2;1;1;0;2;0
4525; 49.1 ; 147.3 ; 0.9 ;3;104;17;0;3;2;1;1;2;0;3;0
4526; 48.5 ; 387.7 ; 2.4 ;8;44;0;0;8;0;8;8;0;0;8;0
4527; 29.7 ; 326.7 ; 16.0 ;11;10;53;0;11;0;11;4;7;7;4;0
4528; 20.6 ; 82.2 ; 9.4 ;4;21;301;0;4;4;0;1;3;4;0;0
4529; 31.3 ; 187.5 ; 10.7 ;6;31;7;0;6;3;3;2;4;2;4;0
4530; 48.7 ; 97.5 ; 5.7 ;2;18;114;0;2;2;0;0;2;0;2;0
4531; 43.5 ; 87.0 ; 13.5 ;2;141;160;0;2;1;1;1;1;1;0;1
4532; 58.6 ; 234.4 ; 8.1 ;4;122;5;1;3;0;4;4;0;0;0;4
4533; 34.9 ; 69.7 ; 9.2 ;2;3;308;0;2;1;1;0;2;1;1;0
4534; 45.7 ; 547.8 ; 15.8 ;12;22;1;0;12;1;11;2;10;4;4;4
4535; 39.7 ; 158.8 ; 9.3 ;4;38;183;0;4;0;4;3;1;0;4;0
4536; 61.2 ; 122.3 ; 18.8 ;2;118;161;0;2;2;0;0;2;0;0;2
4537; 51.0 ; 255.0 ; 12.0 ;5;29;268;0;5;0;5;3;2;0;3;2
4538; 87.2 ; 174.3 ; 13.4 ;2;11;2;0;2;1;1;2;0;0;0;2
4539; 52.9 ; 105.8 ; 0.5 ;2;191;54;0;2;2;0;1;1;0;2;0
4540; 20.0 ; 40.1 ; 7.6 ;2;2;370;0;2;1;1;2;0;2;0;0
4541; 140.4 ; 280.9 ; 100.7 ;2;20;6;0;2;1;1;1;1;0;0;2
4542; 34.5 ; 207.1 ; 16.1 ;6;23;83;0;6;1;5;4;2;2;4;0
4543; 31.6 ; 63.2 ; 24.9 ;2;14;4;0;2;1;1;0;2;1;0;1
4544; 36.6 ; 109.9 ; 19.9 ;3;216;34;0;3;2;1;1;2;1;1;1
4545; 37.6 ; 112.8 ; 1.9 ;3;32;167;0;3;1;2;2;1;0;3;0
4546; 28.2 ; 56.3 ; 3.0 ;2;13;266;0;2;2;0;0;2;1;1;0
4547; 18.8 ; 75.3 ; 1.6 ;4;27;11;1;3;0;4;1;3;4;0;0
4548; 55.3 ; 165.9 ; 11.4 ;3;72;205;0;3;0;3;2;1;0;0;3
4549; 34.7 ; 69.4 ; 14.5 ;2;11;41;1;1;2;0;1;1;1;1;0
4550; 17.5 ; 70.0 ; 5.3 ;4;59;38;0;4;3;1;2;2;4;0;0
4551; 26.1 ; 130.7 ; 10.3 ;5;25;194;0;5;1;4;3;2;3;2;0
4552; 28.1 ; 56.3 ; 4.6 ;2;16;259;0;2;1;1;1;1;1;1;0
4553; 125.0 ; 375.1 ; 82.0 ;3;14;2;0;3;2;1;1;2;0;0;3
4554; 20.2 ; 40.3 ; 1.4 ;2;126;96;1;1;2;0;0;2;2;0;0
4555; 35.5 ; 177.7 ; 13.8 ;5;36;149;0;5;3;2;5;0;2;3;0
4556; 31.9 ; 63.8 ; 18.8 ;2;94;200;0;2;0;2;1;1;1;1;0
4557; 16.9 ; 152.5 ; 5.1 ;9;39;62;0;9;0;9;4;5;9;0;0
4558; 34.4 ; 344.2 ; 30.9 ;10;21;150;0;10;8;2;8;2;3;4;3
4559; 59.1 ; 1,004.1 ; 8.2 ;17;17;14;0;17;11;6;7;10;0;0;17
4560; 44.9 ; 763.2 ; 24.9 ;17;13;2;0;17;4;13;11;6;6;5;6
4561; 55.3 ; 608.5 ; 17.7 ;11;26;17;0;11;6;5;3;8;0;0;11
4562; 16.4 ; 98.5 ; 4.0 ;6;53;15;0;6;2;4;1;5;6;0;0
4563; 42.9 ; 343.1 ; 12.5 ;8;38;87;0;8;5;3;1;7;0;5;3
4564; 32.6 ; 163.0 ; 16.6 ;5;44;96;0;5;5;0;4;1;2;3;0
4565; 30.9 ; 61.7 ; 23.8 ;2;165;47;0;2;0;2;2;0;1;1;0
4566; 47.1 ; 94.2 ; 0.5 ;2;295;26;0;2;0;2;1;1;0;2;0
4567; 53.1 ; 106.3 ; 5.7 ;2;26;84;1;1;0;2;0;2;0;1;1
4568; 70.1 ; 140.3 ; 35.0 ;2;38;232;0;2;1;1;2;0;0;0;2
4569; 15.6 ; 77.9 ; 1.3 ;5;16;170;0;5;3;2;1;4;5;0;0
4570; 42.3 ; 1,016.3 ; 34.9 ;24;20;2;0;24;8;16;17;7;8;8;8
4571; 55.8 ; 669.6 ; 32.1 ;12;25;8;0;12;4;8;3;9;4;0;8
4572; 47.5 ; 94.9 ; -   ;2;7;35;0;2;1;1;1;1;0;2;0
4573; 27.2 ; 816.5 ; 11.3 ;30;9;0;0;30;11;19;12;18;20;10;0
4574; 16.4 ; 98.5 ; 4.0 ;6;50;32;0;6;1;5;3;3;6;0;0
4575; 15.0 ; 30.0 ; -   ;2;168;32;0;2;0;2;0;2;2;0;0
4576; 36.1 ; 288.9 ; 11.4 ;8;18;19;3;5;2;6;3;5;3;5;0
4577; 15.0 ; 30.0 ; -   ;2;153;180;0;2;2;0;0;2;2;0;0
4578; 47.9 ; 670.1 ; 22.4 ;14;14;261;0;14;6;8;9;5;5;4;5
4579; 60.6 ; 181.8 ; 20.3 ;3;4;238;0;3;3;0;1;2;0;0;3
4580; 32.7 ; 261.8 ; 14.6 ;8;26;20;0;8;4;4;6;2;3;5;0
4581; 25.4 ; 1,119.0 ; 5.4 ;44;4;4;0;44;23;21;35;9;29;15;0
4582; 28.6 ; 142.8 ; 28.1 ;5;35;217;0;5;3;2;3;2;3;0;2
4583; 30.0 ; 90.0 ; 9.2 ;3;7;1;0;3;1;2;2;1;1;2;0
4584; 15.0 ; 30.0 ; -   ;2;3;160;0;2;1;1;2;0;2;0;0
4585; 44.2 ; 88.5 ; 21.0 ;2;27;246;0;2;1;1;2;0;1;0;1
4586; 50.1 ; 150.3 ; 3.1 ;3;107;26;0;3;1;2;1;2;0;3;0
4587; 26.3 ; 131.6 ; 12.2 ;5;11;234;0;5;2;3;2;3;3;2;0
4588; 48.9 ; 244.5 ; 2.3 ;5;14;39;0;5;1;4;5;0;0;5;0
4589; 48.6 ; 194.2 ; 19.1 ;4;101;40;0;4;3;1;3;1;1;2;1
4590; 38.3 ; 76.7 ; 19.8 ;2;3;155;0;2;1;1;0;2;1;0;1
4591; 73.1 ; 219.4 ; 18.2 ;3;16;28;0;3;2;1;1;2;0;0;3
4592; 26.7 ; 347.7 ; 11.3 ;13;19;74;0;13;5;8;3;10;9;4;0
4593; 18.3 ; 55.0 ; 6.2 ;3;38;149;0;3;3;0;1;2;3;0;0
4594; 24.7 ; 49.4 ; 14.6 ;2;180;131;0;2;1;1;0;2;1;1;0
4595; 62.3 ; 187.0 ; 28.6 ;3;13;148;0;3;0;3;2;1;0;0;3
4596; 35.6 ; 142.2 ; 18.4 ;4;29;264;0;4;1;3;2;2;1;3;0
4597; 42.6 ; 298.1 ; 12.8 ;7;38;152;0;7;3;4;5;2;2;3;2
4598; 45.0 ; 225.0 ; 15.0 ;5;16;242;0;5;2;3;4;1;0;3;2
4599; 43.1 ; 86.2 ; 23.7 ;2;59;131;1;1;1;1;1;1;1;0;1
4600; 32.8 ; 459.6 ; 17.7 ;14;17;4;0;14;4;10;8;6;5;9;0
4601; 20.7 ; 62.0 ; 4.7 ;3;11;173;2;1;1;2;1;2;3;0;0
4602; 57.2 ; 286.2 ; 22.3 ;5;12;2;0;5;3;2;2;3;0;0;5
4603; 31.5 ; 471.8 ; 20.4 ;15;13;0;0;15;11;4;8;7;5;10;0
4604; 34.3 ; 240.0 ; 15.1 ;7;49;1;0;7;4;3;5;2;2;5;0
4605; 33.3 ; 200.0 ; 9.7 ;6;21;183;0;6;0;6;2;4;2;4;0
4606; 48.4 ; 145.2 ; 3.0 ;3;151;99;0;3;0;3;3;0;0;3;0
4607; 77.6 ; 232.7 ; 30.6 ;3;68;47;0;3;1;2;3;0;0;0;3
4608; 42.7 ; 213.7 ; 20.3 ;5;40;185;0;5;4;1;1;4;2;1;2
4609; 79.6 ; 159.1 ; 49.1 ;2;33;127;2;0;1;1;0;2;0;0;2
4610; 95.2 ; 190.4 ; 32.8 ;2;8;7;0;2;2;0;2;0;0;0;2
4611; 24.3 ; 218.3 ; 10.7 ;9;17;59;0;9;6;3;5;4;6;3;0
4612; 51.6 ; 206.2 ; 10.4 ;4;38;8;0;4;4;0;1;3;0;3;1
4613; 33.6 ; 67.2 ; 19.7 ;2;5;239;0;2;1;1;2;0;1;1;0
4614; 17.3 ; 34.7 ; 3.5 ;2;5;275;0;2;2;0;1;1;2;0;0
4615; 57.7 ; 288.3 ; 17.1 ;5;41;136;0;5;1;4;2;3;0;0;5
4616; 50.7 ; 760.4 ; 6.9 ;15;22;15;0;15;0;15;15;0;0;10;5
4617; 45.1 ; 135.2 ; 2.2 ;3;23;9;0;3;2;1;3;0;0;3;0
4618; 32.5 ; 162.4 ; 17.8 ;5;34;105;0;5;1;4;3;2;2;3;0
4619; 46.8 ; 93.5 ; -   ;2;90;287;0;2;1;1;1;1;0;2;0
4620; 38.6 ; 270.4 ; 26.1 ;7;17;20;0;7;0;7;2;5;2;3;2
4621; 77.4 ; 232.2 ; 44.0 ;3;23;108;0;3;1;2;2;1;0;0;3
4622; 34.3 ; 103.0 ; 17.0 ;3;79;47;0;3;0;3;2;1;1;2;0
4623; 53.2 ; 319.4 ; 8.9 ;6;51;0;0;6;1;5;4;2;0;4;2
4624; 52.9 ; 211.4 ; 22.3 ;4;57;31;0;4;0;4;3;1;0;3;1
4625; 38.9 ; 1,749.6 ; 20.8 ;45;6;16;0;45;23;22;17;28;15;15;15
4626; 52.5 ; 105.0 ; -   ;2;95;173;0;2;0;2;2;0;0;2;0
4627; 50.9 ; 152.8 ; 23.5 ;3;16;78;3;0;1;2;1;2;1;1;1
4628; 28.0 ; 56.0 ; 4.4 ;2;41;5;0;2;1;1;1;1;1;1;0
4629; 42.8 ; 256.9 ; 13.0 ;6;64;38;0;6;0;6;3;3;2;2;2
4630; 44.8 ; 89.6 ; 2.9 ;2;6;120;0;2;0;2;0;2;0;2;0
4631; 48.7 ; 97.4 ; -   ;2;12;257;0;2;0;2;0;2;0;2;0
4632; 15.6 ; 77.9 ; 0.4 ;5;40;50;0;5;4;1;5;0;5;0;0
4633; 15.0 ; 59.9 ; -   ;4;14;0;0;4;3;1;1;3;4;0;0
4634; 18.7 ; 149.7 ; 7.9 ;8;23;12;0;8;6;2;1;7;8;0;0
4635; 67.8 ; 203.5 ; 8.4 ;3;7;155;0;3;1;2;2;1;0;0;3
4636; 52.3 ; 366.2 ; 21.6 ;7;45;1;0;7;3;4;1;6;0;5;2
4637; 15.0 ; 89.9 ; -   ;6;18;2;0;6;4;2;5;1;6;0;0
4638; 50.0 ; 799.7 ; 29.4 ;16;23;20;0;16;9;7;9;7;5;6;5
4639; 20.0 ; 40.1 ; 7.6 ;2;63;26;0;2;0;2;1;1;2;0;0
4640; 18.3 ; 55.0 ; 6.2 ;3;167;61;0;3;3;0;1;2;3;0;0
4641; 36.4 ; 509.3 ; 33.6 ;14;27;3;0;14;4;10;5;9;5;4;5
4642; 30.9 ; 678.8 ; 15.9 ;22;14;0;4;18;5;17;8;14;7;15;0
4643; 53.0 ; 159.0 ; 0.4 ;3;57;47;0;3;0;3;2;1;0;3;0
4644; 50.0 ; 100.0 ; 4.9 ;2;224;93;0;2;2;0;0;2;0;2;0
4645; 52.0 ; 260.0 ; 1.7 ;5;39;89;0;5;0;5;3;2;0;5;0
4646; 15.0 ; 30.0 ; -   ;2;131;96;0;2;1;1;1;1;2;0;0
4647; 48.9 ; 586.5 ; 21.6 ;12;24;14;0;12;2;10;8;4;4;4;4
4648; 33.9 ; 746.1 ; 5.7 ;22;15;5;0;22;5;17;4;18;7;15;0
4649; 51.6 ; 206.3 ; 4.5 ;4;52;141;0;4;2;2;2;2;0;3;1
4650; 37.2 ; 74.3 ; -   ;2;23;104;2;0;2;0;2;0;0;2;0
4651; 51.1 ; 153.2 ; 6.2 ;3;122;183;0;3;0;3;1;2;0;2;1
4652; 25.1 ; 50.1 ; -   ;2;10;195;0;2;0;2;2;0;2;0;0
4653; 63.3 ; 126.6 ; 71.1 ;2;45;115;0;2;0;2;1;1;1;0;1
4654; 38.9 ; 194.7 ; 19.5 ;5;82;6;0;5;0;5;2;3;2;1;2
4655; 15.0 ; 45.0 ; -   ;3;70;16;0;3;2;1;3;0;3;0;0
4656; 61.8 ; 123.6 ; -   ;2;4;275;0;2;1;1;1;1;0;0;2
4657; 43.9 ; 307.0 ; 19.7 ;7;32;12;0;7;3;4;4;3;2;3;2
4658; 36.8 ; 73.6 ; 16.0 ;2;4;47;0;2;1;1;2;0;1;1;0
4659; 46.2 ; 138.6 ; 34.2 ;3;56;296;0;3;1;2;2;1;1;1;1
4660; 41.6 ; 124.7 ; 6.1 ;3;16;0;0;3;0;3;2;1;0;3;0
4661; 36.9 ; 184.6 ; 10.4 ;5;21;79;0;5;0;5;5;0;2;3;0
4662; 44.4 ; 177.7 ; 21.9 ;4;54;73;0;4;2;2;2;2;1;2;1
4663; 72.2 ; 144.4 ; 37.1 ;2;59;74;0;2;1;1;0;2;0;0;2
4664; 18.6 ; 74.5 ; 5.1 ;4;99;102;0;4;4;0;2;2;4;0;0
4665; 55.5 ; 499.5 ; 16.1 ;9;31;5;0;9;0;9;9;0;0;0;9
4666; 24.0 ; 168.2 ; 12.4 ;7;32;31;0;7;0;7;2;5;5;2;0
4667; 15.8 ; 31.7 ; -   ;2;12;77;2;0;2;0;2;0;2;0;0
4668; 33.4 ; 66.7 ; 20.1 ;2;130;170;0;2;1;1;1;1;1;1;0
4669; 26.3 ; 131.7 ; 9.3 ;5;53;43;0;5;3;2;3;2;3;2;0
4670; 62.7 ; 125.3 ; 26.9 ;2;166;79;0;2;1;1;1;1;0;0;2
4671; 18.9 ; 75.7 ; 1.7 ;4;4;136;4;0;2;2;1;3;4;0;0
4672; 30.5 ; 122.0 ; 11.5 ;4;28;107;0;4;3;1;2;2;1;3;0
4673; 22.6 ; 45.2 ; 11.4 ;2;106;142;0;2;0;2;2;0;1;1;0
4674; 19.0 ; 266.0 ; 8.8 ;14;21;26;0;14;4;10;11;3;14;0;0
4675; 46.5 ; 232.5 ; 25.5 ;5;30;65;0;5;2;3;4;1;2;1;2
4676; 109.2 ; 327.5 ; 112.1 ;3;86;79;0;3;1;2;1;2;1;0;2
4677; 46.6 ; 652.7 ; 27.5 ;14;20;23;0;14;6;8;4;10;5;4;5
4678; 67.4 ; 202.1 ; 58.3 ;3;20;288;0;3;0;3;2;1;1;0;2
4679; 46.7 ; 653.8 ; 3.3 ;14;24;14;1;13;6;8;8;6;0;14;0
4680; 118.3 ; 236.6 ; 107.2 ;2;70;86;2;0;2;0;1;1;1;0;1
4681; 18.8 ; 75.1 ; 8.0 ;4;85;68;0;4;1;3;2;2;4;0;0
4682; 51.5 ; 257.6 ; 12.9 ;5;83;5;0;5;1;4;2;3;0;3;2
4683; 52.8 ; 264.1 ; 22.2 ;5;68;33;0;5;2;3;2;3;0;3;2
4684; 39.6 ; 198.1 ; 15.6 ;5;19;37;0;5;2;3;5;0;2;1;2
4685; 38.2 ; 381.6 ; 11.6 ;10;25;40;0;10;4;6;7;3;3;7;0
4686; 75.3 ; 527.3 ; 7.4 ;7;36;3;1;6;1;6;7;0;0;0;7
4687; 25.1 ; 50.1 ; -   ;2;9;39;0;2;1;1;1;1;2;0;0
4688; 26.9 ; 161.5 ; 13.3 ;6;5;231;0;6;3;3;0;6;4;2;0
4689; 63.5 ; 381.0 ; 26.0 ;6;55;68;0;6;2;4;3;3;0;0;6
4690; 33.9 ; 169.4 ; 16.2 ;5;38;30;0;5;1;4;1;4;2;3;0
4691; 22.5 ; 44.9 ; 11.2 ;2;461;17;0;2;2;0;2;0;1;1;0
4692; 52.4 ; 104.9 ; 56.1 ;2;161;16;0;2;1;1;1;1;1;0;1
4693; 18.8 ; 75.1 ; 8.0 ;4;95;20;0;4;0;4;3;1;4;0;0
